case,def_past,def_pres,def_fut,think_pas,think_pre,think_fut,import_pas_pre_fu,relation_pas_pre_fut,tbf1,tbf2,tbf3,tbf4,tbf5,tbf6,tbf7,tbf8,tbf9,aatas1,aatas2,aatas3,aatas4,aatas5,aatas6,aatas7,aatas8,aatas9,aatas10,aatas11,aatas12,aatas13,aatas14,aatas15,aatas16,aatas17,aatas18,aatas19,aatas20,aatas21,aatas22,aatas23,aatas24,aatas25,aatas26,aatas27,aatas28,aatas29,aatas30,sls1,sls2,sls3,sls4,sls5,sls6,sls7,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,pps12,gdms1,gdms2,gdms3,gdms4,gdms5,gdms6,gdms7,gdms8,gdms9,gdms10,gdms11,gdms12,gdms13,gdms14,gdms15,gdms16,gdms17,gdms18,gdms19,gdms20,gdms21,gdms22,gdms23,gdms24,gdms25,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,ysrs1,ysrs2,ysrs3,ysrs4,ysrs5,ysrs6,ysrs7,ysrs8,ysrs9,ysrs10,ysrs11,ysrs12,ysrs13.a,ysrs13.b,ysrs13.c,age,sex,race,income,edu,edu.father,edu.mother
153,Old memories.,What I'm living now.,What I haven't experienced yet.,4,3,4,6,3,2,3,4,3,4,3,4,3,2,4,3,4,2,5,3,4,3,4,1,4,1,5,3,4,2,4,3,5,1,4,1,1,3,1,4,4,5,4,4,4,3,4,2,5,4,4,3,3,4,4,3,5,4,4,5,4,3,4,4,3,4,1,5,2,3,4,4,2,4,3,4,2,2,4,3,4,2,,4,5,2,2,2,1,2,4,3,2,2,2,3,2,2,-4,3,4,4,-4,-3,4,4,4,3,4,4,Reducing meat consumption,Reducing the use of plastics,Reading about the subject to improve.,17,2,1,,3,4,3
154,An immature person.,A stable person.,A responsible and mature person.,3,4,4,6,2,1,3,1,1,3,1,1,3,1,4,4,3,3,3,4,3,4,2,2,3,4,3,3,4,2,2,3,3,3,3,3,4,2,3,2,3,3,4,2,3,2,2,4,3,2,2,4,4,4,4,3,3,3,3,4,4,3,3,4,3,3,4,3,4,3,4,3,3,3,4,3,2,4,3,4,4,3,3,4,3,3,2,3,2,4,4,0,0,0,0,3,3,3,-4,3,3,3,-4,-4,3,3,3,3,3,3,,,,17,2,3,2,3,2,2
155,"Like a moment that leaves memories, something that can be learned from A time that has passed. Past is yesterday.","It is the moment currently lived, the today. The now!","A moment that will come soon, tomorrow. Something to be expected.",4,4,3,2,4,4,4,3,1,5,1,3,3,2,4,3,2,1,3,3,2,4,3,4,4,3,3,4,4,4,3,4,3,2,3,2,3,1,1,3,4,3,2,2,4,1,4,3,4,1,1,3,3,3,5,3,3,5,4,4,5,4,1,4,5,1,4,5,5,4,4,4,4,3,4,4,2,4,3,5,4,4,4,4,4,4,4,2,3,3,4,2,2,2,2,3,4,4,-3,2,4,4,-4,-4,0,0,3,4,4,4,Decreased air pollution.,Avoid using plastics,fight against deforestation,17,2,6,,2,3,3
156,Everything that should be done.,"Present is past moments, therefore, everything that should be done.","I have no definitions for what I haven't experienced. As for the near future, I think it can be modeled.",4,4,4,5,3,1,3,4,1,4,1,3,3,3,3,2,4,3,3,1,1,3,4,2,4,2,1,3,2,3,4,1,3,2,3,3,2,3,3,4,2,2,4,3,4,1,5,3,4,2,4,2,3,4,5,5,4,4,3,2,4,3,2,1,1,1,3,3,4,4,3,4,3,2,4,4,2,3,4,4,2,2,1,3,4,4,4,2,2,3,4,2,2,2,2,3,3,2,-4,3,4,-1,-4,-3,-1,3,0,2,0,0,,,,17,1,2,2,2,4,3
157,Good or bad memories that make us the person we are in the present.,An opportunity to change or improve the past and secure a good future.,A gift that we can change and choose how it will be.,4,3,4,6,3,3,1,2,1,4,3,3,1,2,3,4,3,2,3,2,4,4,3,1,3,4,4,4,3,2,3,3,4,3,4,2,3,2,1,3,3,4,4,4,3,2,4,5,3,1,1,4,3,5,5,3,5,5,4,4,4,3,3,3,4,3,2,4,3,4,4,4,4,4,4,2,3,2,4,3,4,2,3,2,4,4,3,2,2,3,2,1,0,1,2,4,4,4,-4,2,4,2,-4,3,2,4,4,3,4,2,I avoid throwing garbage i,I use public transport.,,17,2,2,2,2,3,3
158,"Facts that have already happened, and that may or may not influence the future and the present.",What are we living right now.,"Something to come, which does not influence the past.",3,4,4,7,4,1,1,4,1,1,1,4,4,2,5,1,5,2,4,1,4,,3,1,4,1,4,4,1,1,4,1,5,1,5,1,1,4,1,4,1,4,1,5,5,3,5,1,5,2,4,1,1,3,1,1,1,4,2,3,1,1,1,1,4,1,1,4,5,4,4,4,1,3,4,3,2,2,4,4,3,1,4,2,4,3,2,2,2,2,4,3,3,2,3,1,3,0,-4,4,4,3,-4,-4,2,4,4,4,4,4,Throwing garbage in the pr,Planting trees in my house.,,17,2,2,4,2,3,5
159,"Everything that has passed, that we cannot change.",What are we living now. Making decisions now.,"That is yet to come, that we can choose or not.",4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,1,4,1,4,3,1,1,3,1,3,4,1,3,3,1,3,3,1,3,3,1,1,3,1,3,3,1,1,3,4,1,4,1,3,1,3,1,1,4,4,3,4,1,3,4,1,1,3,3,4,1,4,3,1,4,4,3,1,4,4,4,1,1,4,3,3,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,3,2,-4,1,1,1,-4,-4,1,1,1,1,-4,1,,,,17,2,1,2,2,3,3
160,Something that we must always look at with the perspective of doing better now so that there are not the same mistakes as the on,"Time to act, talk, do. Time to be.","Like something uncertain, but with effort.",3,4,4,6,4,1,2,2,1,1,2,4,1,2,5,3,4,4,3,3,5,5,4,5,4,3,4,4,3,4,3,2,5,3,4,1,4,3,1,3,2,5,4,5,4,3,5,1,4,4,5,3,4,5,4,4,3,4,4,5,2,5,4,3,3,1,5,4,5,4,5,4,2,5,4,3,2,4,4,3,4,3,4,3,4,4,3,4,4,2,4,3,2,2,4,3,1,4,-4,4,4,4,-4,-4,1,4,4,4,4,4,,,,17,2,1,2,2,3,2
161,A very inexperienced child.,"A warrior who fights to conquer his dreams, but who has a lot to learn.",A humble professional who contributes to a better story.,4,4,4,6,2,2,4,5,3,2,2,4,2,3,4,2,5,3,4,2,5,2,5,1,4,2,5,4,2,2,3,2,4,2,3,2,2,3,2,4,2,3,2,3,4,4,3,2,4,3,4,3,3,4,5,5,2,5,5,4,3,2,2,4,3,2,3,4,4,2,4,3,4,4,3,3,4,3,4,5,3,2,2,4,5,4,3,2,2,1,4,2,3,1,2,1,3,,-4,0,4,4,-4,-3,3,4,2,1,0,2,Recycling,Debate on environmental awareness,Pressure on local politics.,17,1,2,3,2,4,3
162,"As something that is often necessary to leave behind, but to take into account the experiences that can bring lessons that possi",The now.,"Like the time that hasn't come/arrived yet, that you may or may not have control over, that you don't know for sure how it's goi",4,3,4,5,4,4,3,3,2,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,2,3,2,4,3,3,3,3,4,3,3,4,4,4,4,4,5,3,2,3,3,3,3,4,4,3,3,3,4,2,4,3,3,4,3,4,3,2,3,2,4,4,3,3,3,3,4,3,2,2,1,0,3,3,4,0,0,3,2,-3,-1,0,2,3,1,0,0,,,,17,2,6,2,2,2,3
163,Terrible,Better,I hope it is good.,4,4,4,7,4,3,3,4,1,1,3,4,3,4,5,4,2,3,4,5,5,4,4,4,3,5,5,3,5,2,5,5,5,2,2,2,4,2,2,4,5,5,4,2,3,3,4,4,3,3,3,3,3,4,3,4,3,4,4,3,4,3,3,3,3,2,3,4,4,2,4,3,3,4,4,3,3,3,4,4,4,3,3,2,4,4,3,4,4,4,4,1,1,3,1,2,2,4,1,1,1,1,-1,-1,1,1,1,1,1,0,Do not litter the floor,"Always leave streets, sidewalks and even the beach clean.",Do not throw rubbish on the park floor.,17,2,2,1,1,3,3
164,"Like things that are no longer part of the present, which is not current.",What we live in the now. At that moment or at that moment.,"Something that is yet to come, which precedes the present.",4,4,4,7,4,1,1,2,1,3,2,4,2,1,5,4,2,2,2,4,5,4,2,5,5,2,4,4,5,1,5,1,5,4,2,2,4,2,2,4,3,4,5,2,1,1,4,4,4,1,3,4,4,4,5,4,5,5,4,4,4,4,2,2,3,4,4,4,4,3,4,4,4,4,4,3,4,2,4,2,4,4,4,5,4,4,4,4,3,4,4,1,2,1,2,4,4,4,-4,3,4,3,-4,-4,4,3,3,3,3,3,,,,17,2,1,2,2,2,3
165,They are memories of things that the human being during his life and that were kept in memory.,It is a moment that the human being is living at that particular moment.,Perhaps future things have come that may alter your present.,,,3,7,3,2,2,3,2,2,4,1,4,3,3,1,5,3,4,1,4,4,5,1,3,2,2,3,3,4,2,3,3,2,4,4,2,3,2,4,2,4,4,5,4,1,4,3,4,1,1,4,2,2,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,4,2,3,4,4,3,3,4,4,3,4,3,3,2,2,3,2,1,2,2,1,2,4,4,-3,1,2,4,-4,-4,4,4,0,3,0,1,,,,17,1,1,2,1,3,2
166,,,,4,4,4,6,3,4,3,4,1,4,4,3,4,2,3,2,3,4,3,4,2,5,3,4,4,4,2,2,4,4,4,3,2,2,3,2,3,1,1,4,2,3,3,2,4,4,4,3,4,4,3,2,2,2,5,4,4,4,4,4,3,2,3,5,5,5,2,4,2,4,3,3,2,5,3,4,2,2,4,2,3,2,2,4,3,3,3,2,3,4,4,1,1,4,2,3,2,4,-4,1,4,4,-4,-4,4,4,3,3,3,0,,,,17,2,2,2,1,3,3
167,"The past is an experience we already live, and serves as a learning for the future.",,It is something that is yet to come but that we have already started to prepare for from the past.,4,4,4,6,4,3,2,2,1,2,2,2,3,2,4,2,5,3,2,5,2,5,3,3,2,2,3,3,1,3,5,1,3,2,4,1,3,4,1,3,1,3,4,3,4,1,5,3,3,1,1,2,3,2,4,4,4,3,4,5,3,2,1,4,5,3,1,5,2,3,3,4,2,3,3,5,2,1,5,4,3,2,1,5,4,3,3,2,1,4,4,0,2,2,1,4,4,4,-4,4,4,4,-4,-4,4,4,4,4,4,4,No more plastics,Almost every time I see garbage on the street I pick it up.,,17,2,1,1,2,3,3
168,Water under the bridge do not move mills,godsend,better than the past,4,4,4,6,4,3,2,4,1,3,2,1,2,2,5,1,4,2,5,1,5,2,4,1,5,1,5,5,1,1,4,1,5,1,5,1,1,4,1,5,1,5,3,5,5,3,4,4,5,4,3,4,4,2,5,4,4,5,5,4,4,4,2,4,5,3,5,5,5,3,5,5,4,5,5,4,3,5,4,4,5,4,5,5,4,5,4,2,1,2,1,2,3,2,2,3,1,3,-4,-2,4,4,-4,-2,3,4,4,3,2,0,Do not use plastic disposa,don't use straws,,15,1,2,2,1,3,3
169,"What's gone, what's happened",what's to come,we can plan,4,4,4,6,3,3,1,3,4,4,4,4,4,3,5,2,4,3,4,4,5,4,,1,4,4,4,4,4,2,3,4,4,2,4,2,2,4,5,4,4,3,3,4,4,4,5,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do not throw garbage on th,,,15,2,1,1,1,3,3
170,Something that shaped my present but doesn't have to shape my future,"The most important moment, where you sit down and enjoy the decisions made, receiving pain or joy","The uncertain, that which is both within our reach and far from my hands",3,4,3,6,4,3,2,2,2,3,3,4,3,3,3,4,3,3,2,3,3,4,3,3,2,4,3,3,4,4,2,4,3,4,3,4,4,2,1,2,4,3,3,3,3,1,5,4,4,3,3,4,4,4,4,4,4,5,5,5,5,4,3,4,4,3,3,4,2,4,4,4,4,4,4,4,5,2,4,5,3,4,3,4,4,3,2,3,2,3,4,2,1,2,1,3,4,3,-4,3,4,2,-2,-4,3,4,2,2,3,1,I don't throw trash on the,I don't give in to consumerism,I don't waste water,15,2,2,2,1,3,4
171,It corresponds to our childhood and the beginning of the maturation phase. As it is also a milestone to review our previous atti,"It consists of the same current presence, through 00 we must contemplate it in some way, thus ""planting"" and ""sowing"" knowledge ","Something to come; being a consequence of what you planted in later times. Although we don't know what will happen, but we ideal",2,4,3,7,4,4,3,3,2,3,2,1,3,4,,1,5,,5,3,3,1,4,2,3,3,3,3,3,1,4,4,3,1,3,1,1,3,3,4,3,3,1,3,4,2,4,1,4,4,3,2,3,2,4,3,2,2,,1,3,3,2,3,3,2,2,4,4,,,,,,4,2,3,2,4,,,,,,,,,,2,1,0,2,4,2,2,1,,,0,4,3,4,-4,-4,2,4,4,4,2,1,avoid deforestation,Implementation of programs to minimize the emission of harmful gases,Make the population aware of the current situation and thus solve the appropriate measures.,15,1,1,2,1,3,3
172,Can be considered a learning,The place where I will make decisions for your life,Consequence of gift,4,4,4,6,4,4,2,2,2,2,3,3,3,3,4,3,5,,4,1,4,5,5,1,5,5,5,4,3,1,4,1,5,5,5,1,1,3,1,4,4,5,3,5,4,1,5,2,5,1,4,3,3,3,5,2,3,3,3,5,2,3,4,4,4,4,2,5,4,4,4,4,3,4,5,4,2,3,4,2,4,2,3,4,3,4,3,2,2,1,2,3,4,4,4,2,3,0,-4,3,4,4,-3,-3,3,4,4,4,4,2,Recycling,,,15,1,1,5,1,4,4
173,"Memories, memories, mistakes and successes","Something instantaneous and immediate, a divide between the dreams of the future and the burdens of the past.","Objectives, goals, desires and generally utopias.",3,4,4,7,4,,,,,,,,,,5,3,5,,4,1,5,4,5,1,4,2,5,4,2,1,4,1,5,2,4,1,2,4,1,4,4,5,2,4,4,2,3,1,5,3,4,5,5,2,5,1,2,3,5,4,3,1,1,3,2,2,2,4,4,3,2,4,3,3,4,3,4,3,3,2,3,4,2,2,4,2,4,3,1,2,1,2,2,2,1,0,0,1,-3,-3,3,3,1,-3,4,4,-4,-4,-4,-4,,,,15,1,6,2,1,3,4
174,Things that have passed and that can be changed,Things that are happening and that you can modify according to the things you type (cause->consequence),Something that cannot be defined but can be planned,3,4,4,6,4,3,3,3,1,4,3,3,1,2,5,3,5,3,5,2,4,2,5,1,4,3,4,5,2,1,5,2,5,,2,1,1,3,1,5,2,5,1,4,5,3,2,3,4,2,3,2,2,2,3,4,3,2,3,5,1,1,1,3,4,1,1,4,1,4,4,3,1,3,4,4,1,1,5,3,1,1,1,4,5,2,1,1,2,1,3,3,3,4,2,2,2,1,-4,2,4,4,-4,-4,4,4,4,4,3,3,I don't use straw,I don't throw trash on the floor,I always try to alert people about environmental problems,15,2,2,2,1,4,3
175,Attitudes and opinions that people made. These are things that have already happened.,Things that are happening right now.,Things that are yet to happen,4,4,4,7,4,4,3,4,3,5,3,4,4,2,5,1,5,2,5,1,4,2,5,1,4,1,5,4,1,2,5,1,5,1,5,1,2,5,1,5,4,5,2,5,4,3,2,2,5,3,3,5,5,5,4,2,4,4,4,4,1,2,1,4,2,1,2,4,5,5,5,4,2,5,5,1,1,1,5,5,5,5,1,5,4,5,1,2,2,1,2,4,3,1,3,1,1,0,-4,-2,4,4,-4,-3,4,4,4,2,2,1,,,,15,1,6,2,1,4,4
176,exalting,Tiring,Worrisome,4,4,4,3,4,3,1,2,1,1,1,1,1,2,5,5,1,5,1,5,3,4,1,3,1,5,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,1,5,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,1,1,1,5,4,4,4,0,0,0,0,4,4,4,-4,4,4,4,-4,-4,-1,4,4,4,4,4,I don't eat red meat,I am part of social projects (@projetosemear),I don't use disposables,15,2,1,4,1,4,5
177,,,,4,4,4,2,3,3,2,2,2,1,2,3,3,3,3,4,4,2,3,1,3,4,3,3,1,3,2,2,2,5,3,2,3,4,3,4,3,3,2,3,4,1,4,3,3,1,4,4,3,3,3,5,4,4,4,3,3,4,4,3,4,3,2,2,3,2,2,3,4,3,4,3,4,3,4,3,4,4,4,2,3,3,2,4,4,3,4,2,2,1,3,2,1,2,2,3,3,2,-4,0,3,2,-3,-4,0,1,4,3,3,,I don't use a straw,I save water by using rainwater,,15,1,6,5,1,5,5
178,Like something that's gone,What is going on,what will happen,4,4,4,4,2,4,4,4,1,1,5,5,2,5,5,5,1,,1,1,5,5,1,1,1,3,5,1,3,3,2,4,4,2,5,2,5,4,3,3,4,4,5,3,1,1,5,5,1,1,1,1,1,5,1,3,2,5,3,5,5,5,5,5,4,5,2,1,5,3,3,5,5,4,3,3,2,2,2,4,3,3,2,1,2,4,4,5,4,4,4,0,2,2,0,2,4,4,-4,4,4,4,-4,4,-4,-4,-4,-4,-4,-1,I'm not involved,,,15,,,1,,,
179,"A form of learning, something that is kept inside us, waiting for the moment to be useful.",An exaggerated moment.,Undefined,3,3,4,4,3,1,1,1,1,1,2,1,1,1,5,4,2,2,3,1,3,5,3,2,2,3,5,3,3,2,3,2,4,4,2,1,4,2,5,3,2,5,5,3,3,1,4,2,3,1,4,5,5,5,5,4,5,5,5,5,5,4,1,3,2,2,4,4,2,2,5,4,2,2,5,2,5,2,4,2,4,4,2,2,4,4,2,4,3,3,4,1,2,1,0,3,1,4,-4,4,4,3,-3,-4,3,3,4,4,4,3,,,,15,,3,2,,,3
180,"Part of my life that passed, and that can sometimes influence my future and present.",Part of my life that I can technically control.,Uncertain part of my life,3,4,4,6,4,3,1,2,1,1,3,3,2,1,5,4,3,3,2,2,4,4,3,2,2,3,4,2,2,3,2,3,5,4,2,1,3,2,1,2,2,5,5,3,1,1,5,5,3,1,3,5,4,5,4,4,5,5,5,5,5,5,2,2,4,5,5,4,5,4,5,4,5,3,5,3,5,4,,4,3,5,4,5,4,3,2,5,3,3,3,0,1,1,0,3,3,4,-4,4,4,2,-4,-4,4,3,4,3,4,3,Recycling,Reduction in the use of plastics,Use of public transport,15,2,1,1,1,3,3
181,It is everything that has already occurred and that does not directly interact with the present.,"It is the most ephemeral state of time, where actions happen at a certain moment and soon after become part of the past.","It's all the events that haven't happened yet and that are ""destined"" to be part of the present and consequently of the past.",3,4,3,6,2,3,2,3,3,4,4,3,4,4,3,5,1,4,1,5,1,4,1,4,1,5,2,4,5,1,1,5,1,4,1,4,2,1,2,1,5,1,4,1,4,5,5,2,3,5,4,3,2,2,3,4,3,3,2,2,4,1,1,2,2,4,3,2,5,2,4,5,4,2,4,5,4,2,2,2,3,3,2,2,4,4,5,3,2,0,0,0,3,3,4,4,1,2,-3,3,4,4,-3,-4,4,4,3,4,3,2,,,,14,1,1,3,,3,3
182,"Good, but I could do more things to make it better. Bad things don't matter to me anymore, so leave him alone.",The present is very important as it is the decisions we make in the present that will determine our future.,"The future is determined by the decision we make in the present. Therefore, if the decisions, choices of the present are good, c",3,4,3,2,2,3,4,4,4,4,4,4,4,4,3,1,4,2,5,2,3,2,4,1,4,4,3,4,2,2,3,2,3,2,4,2,2,3,1,4,4,4,2,4,5,3,5,,4,2,3,3,3,4,4,3,4,4,3,4,4,4,3,3,4,2,2,3,2,3,5,4,2,4,,2,3,2,4,4,4,2,2,4,4,5,2,3,1,2,1,3,3,2,2,1,2,2,-4,4,-3,-4,-4,-4,4,4,4,3,3,4,Avoiding littering on the,,,15,1,1,1,1,2,2
183,"Like memories, history and our past life.",how our life,"Something that doesn't exist yet, undetermined",4,,4,5,3,5,4,2,3,3,3,3,4,5,2,3,4,2,4,3,3,3,4,3,2,3,2,4,4,4,3,3,1,4,5,4,4,5,1,3,3,2,4,4,4,1,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,2,4,5,4,3,3,4,4,3,4,4,3,3,4,4,2,3,4,2,3,4,4,2,4,1,2,3,1,2,2,1,3,3,2,-2,1,2,1,-2,-3,-2,2,1,1,2,0,,,,15,1,6,4,1,3,5
184,An event that has already occurred and that can lead to reflection,it's something that's happening,An idea/thought of things I want to happen,3,4,3,7,4,4,4,3,2,3,3,4,3,5,4,2,4,3,4,4,4,2,5,2,5,3,4,4,2,4,5,2,4,2,4,1,1,3,1,4,4,4,3,3,4,2,5,2,4,2,2,2,3,3,4,2,3,2,3,4,3,3,3,4,4,2,2,4,4,4,4,4,2,2,3,3,2,3,4,3,3,2,4,4,4,3,2,2,2,1,2,2,3,3,2,2,2,2,-2,3,4,2,-3,-4,1,3,1,2,2,2,,,,15,1,1,,1,3,3
185,Something that has passed and I won't be able to change anymore.,An opportunity to change the future,Something I can't predict,4,4,4,7,2,,3,4,1,3,4,3,3,2,5,5,1,4,5,3,3,4,3,3,3,3,3,4,3,3,5,3,4,3,2,3,2,3,5,4,3,4,4,2,3,1,5,3,3,1,5,4,3,3,3,5,5,4,4,5,4,3,5,3,4,1,3,2,1,3,4,3,4,3,3,4,5,3,5,5,3,1,5,4,5,3,2,2,3,4,4,1,3,3,1,2,5,3,-2,0,4,0,-4,-4,0,4,3,0,4,3,XOPLASTICP: clean some pla,I try to avoid using or doing things that harm the environment,,15,2,2,2,1,3,3
186,Everything that ever happened,Everything that's happening,Everything that will happen,3,4,4,7,4,3,3,3,2,4,4,4,4,3,2,5,2,5,1,4,1,3,4,5,1,1,1,3,2,2,4,4,2,4,3,4,4,3,4,1,3,2,4,5,3,2,4,4,4,3,4,4,2,2,4,2,3,4,4,4,4,3,2,2,4,4,4,3,2,4,3,4,2,2,4,4,2,4,4,4,2,3,2,2,4,3,4,4,1,3,3,2,1,1,1,3,3,3,-4,3,3,3,-4,-4,1,3,2,3,3,2,,,,15,1,1,2,,4,5
187,Mind recollections of past gifts,The now that is being done and continues in process,"A mere projection of the present made by the mind, as a result of the feelings",2,4,3,2,1,3,4,4,4,3,3,4,4,4,3,3,2,1,3,3,3,2,1,1,3,3,3,3,2,1,3,2,3,3,2,4,3,2,4,3,2,3,3,2,3,2,4,4,3,3,3,2,2,2,4,2,3,2,3,2,2,2,2,4,4,3,4,4,3,2,3,2,2,4,2,4,2,2,4,2,3,2,2,4,2,3,3,2,2,1,3,3,3,3,1,0,3,0,2,1,3,0,1,-3,3,0,3,3,-1,-1,,,,15,1,2,2,1,5,5
188,Something that has passed and must be used so that the same mistakes are not made,Something being lived now,Something that must be experienced with maximum planning.,4,4,4,6,4,2,3,4,3,2,2,1,3,3,5,2,4,1,4,1,4,2,4,1,4,3,4,4,3,2,4,2,4,2,3,1,1,3,1,4,3,2,3,3,4,2,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,2,2,3,3,3,4,4,3,3,4,3,3,3,4,3,4,2,4,2,4,4,3,4,3,4,3,4,1,1,3,2,3,3,3,2,2,2,-3,2,4,3,2,0,2,3,2,2,0,0,,,,15,1,2,3,1,4,3
189,Events that shape the present,The only time we can act,Uncertain,3,4,4,5,4,4,3,3,4,4,4,3,4,4,5,2,5,1,4,1,3,3,5,1,4,2,4,4,1,1,4,1,5,2,5,2,2,4,1,4,1,,3,5,5,3,2,2,4,4,4,1,1,4,4,1,2,4,2,2,2,2,4,3,4,1,1,5,2,4,3,2,1,4,4,4,1,2,5,2,3,3,1,5,4,2,4,1,0,2,1,3,3,4,3,1,0,0,-4,4,4,4,-3,-4,4,4,4,3,4,3,,,,15,1,6,,1,4,5
190,"The past is an event that must be studied, discussed and used. It is with him that we learn to form our identities.",I understand the present as a passage in our life that helps us learn and discover more about ourselves and the people we live w,"The future is the result of actions chosen in the past and it defines our being, what we become.",4,3,4,6,4,3,3,3,4,4,2,2,1,3,4,3,3,2,3,1,3,4,3,4,3,4,3,4,4,3,4,2,3,2,3,2,1,3,1,4,3,4,2,3,4,3,4,3,5,3,4,1,1,2,1,2,2,1,2,3,2,2,3,4,2,3,2,4,4,2,3,2,2,4,4,2,1,2,4,3,3,2,1,4,2,1,2,1,3,4,4,2,3,2,1,3,4,2,-3,2,4,4,-4,-3,2,4,3,3,4,3,Waste recycling: plastic a,"Sometimes I plant different vegetables, including trees",I try to make as many people around me aware as possible: family and friends.,15,2,2,2,1,4,3
191,As the set of events related to me and that acted in some way on the individual that I am today.,"A product of the past, but much more than that, a product of the moment and impulsive actions, the maker of the future, or not.","It's a goal. ""Having a future"", ""being someone in life"", as much as I don't want to stick to it, every effort of the present, I ",3,4,4,6,2,4,2,3,2,3,3,3,2,2,3,3,2,4,3,5,3,4,1,4,2,5,3,2,5,4,3,5,3,3,2,4,4,2,1,3,2,2,3,2,3,1,5,4,3,2,4,3,3,2,4,3,3,3,3,4,4,2,1,3,1,1,4,2,2,1,4,3,2,2,4,1,2,4,4,3,3,2,3,3,3,3,2,4,4,2,3,0,0,2,1,4,2,4,-4,2,4,3,-4,-4,3,2,4,4,4,2,Garbage collection at Jang,,,15,2,2,1,1,4,4
192,what happened before,The moment we are living now,what will still happen,3,4,4,6,4,3,2,3,2,2,2,3,2,1,4,2,3,1,4,1,4,4,5,1,3,2,5,3,1,1,4,1,5,2,4,1,2,3,1,4,1,5,2,4,4,1,5,3,4,2,4,2,4,2,5,5,5,4,4,4,1,2,1,3,5,2,2,5,3,4,4,4,1,5,3,5,2,1,5,2,5,1,2,5,5,4,2,1,2,1,3,3,3,3,2,3,2,2,-4,2,4,4,-3,-4,-2,4,4,4,4,4,Carry out selective collec,Decrease the use of plastic,Reduce meat consumption,15,2,2,4,1,4,3
193,"As something important for our learning, growth and evolution.","Like the coolest, most interesting part, where I can completely live everything I have to live for.","As an important part that will depend a lot on what I do in the present, but that cannot take my thoughts because what I have to",4,4,4,7,4,2,3,4,3,4,3,4,3,2,4,2,4,1,4,1,3,1,4,1,4,2,3,4,2,2,4,2,4,2,4,2,2,3,2,4,2,3,2,3,4,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,4,2,4,4,4,4,4,4,2,2,2,4,3,4,4,2,4,4,4,2,4,3,2,3,3,3,3,1,4,2,2,-4,4,4,4,-4,-4,4,4,4,4,4,4,,,,15,2,3,2,1,3,2
194,"Moments and situations that have passed and that, most of the time, shape us","The now, current moments, the present affects our future.","What could be, what could be, uncertain possibility",3,4,4,6,3,3,1,2,1,3,1,3,2,1,5,2,4,2,3,1,5,3,4,2,3,2,4,3,2,2,3,2,4,3,3,2,3,3,2,3,2,4,3,3,3,2,5,3,3,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,5,3,2,5,4,3,2,2,4,2,4,2,1,4,4,3,1,2,2,3,3,1,2,2,1,4,3,1,-4,2,4,4,-4,-4,3,4,4,2,2,0,,,,15,2,2,3,1,3,3
195,Longing,Uncertainty,Fear,4,4,4,4,3,4,2,2,1,4,2,1,4,3,5,5,4,5,1,2,3,4,3,3,2,3,3,2,2,2,3,2,3,4,5,5,4,5,4,2,1,4,5,4,2,1,5,5,4,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,2,5,2,4,4,5,2,5,2,5,5,3,2,5,5,5,2,1,4,4,5,4,4,4,1,0,0,0,3,4,4,-4,4,4,3,-4,-4,3,4,4,1,0,4,"Stop meat consumption, due",Decrease in plastic consumption,Do not let trash in streets,15,2,6,2,1,3,2
196,"Something that passed, good and bad times, things that I regretted doing or that I am grateful for having done something.",The present is like what I did in the past will define me in the present,"The future is something I do in the present, it will define my future",3,4,4,7,4,1,2,3,3,3,2,3,3,3,5,1,3,3,5,2,5,1,4,1,4,2,5,4,3,1,5,1,5,1,4,1,1,4,1,5,1,5,1,3,5,5,2,1,5,5,5,3,4,2,2,1,5,3,3,3,3,2,1,5,5,5,3,5,4,5,4,3,2,5,5,5,1,1,5,3,1,2,1,5,4,1,3,4,2,1,2,0,2,1,2,1,2,2,-4,-1,4,4,-4,-4,4,4,4,4,0,0,,,,15,2,1,2,1,3,3
